Name,Users Rating,Type,Address,Zip Code,# Inspections,Last Inspection,Score
SCHLOTZSKYS,"Average ""SCHLOTZSKYS"" Rating: n/a",Snack Bar,3530 Nw Centre Dr,76135,3,11/18/2015,93
SCHLOTZSKYS DELI,"Average ""SCHLOTZSKYS DELI"" Rating: n/a",Restaurant,6000 Camp Bowie Blvd,76116,4,09/16/2015,82
SCIENCE LAB BAR & GRILLE THE,"Average ""SCIENCE LAB BAR & GRILLE THE"" Rating: n/a",Lounge,2858 W Berry St,76109,8,12/17/2015,100
SCOTTISH INN,"Average ""SCOTTISH INN"" Rating: n/a",Snack Bar,7012 South Fwy,76134,3,10/20/2015,97
SDS FOOD MART,"Average ""SDS FOOD MART"" Rating: n/a",Grocery Store -- Retail,4924 White Settlement Rd,76114,5,09/29/2015,96
SEAFOOD CITY,"Average ""SEAFOOD CITY"" Rating: n/a",Restaurant,5625 Meadowbrook Dr,76112,6,02/08/2016,81
SECRET GARDEN TEA ROOM,"Average ""SECRET GARDEN TEA ROOM"" Rating: n/a",Restaurant,2601 Montgomery St,76107,6,11/03/2015,82
SELENA BALLROOM,"Average ""SELENA BALLROOM"" Rating: 5.0",Snack Bar,4401 Cole St,76115,2,06/13/2015,84
SEMINARY FOOD MART,"Average ""SEMINARY FOOD MART"" Rating: n/a",Grocery Store -- Retail,300 E Seminary Dr,76115,2,08/30/2015,97
SHADY OAK BARBEQUE,"Average ""SHADY OAK BARBEQUE"" Rating: n/a",Lounge,6364 Sandshell Dr,76137,8,11/12/2015,91
SHALOM,"Average ""SHALOM"" Rating: n/a",Restaurant,1805 Ne 28th St,76106,3,09/29/2015,94
SHAWS PATIO BAR & GRILL,"Average ""SHAWS PATIO BAR & GRILL"" Rating: n/a",Lounge,1051 W Magnolia Ave,76104,9,01/26/2016,83
SHELL GOOD NEIGHBOR STORE,"Average ""SHELL GOOD NEIGHBOR STORE"" Rating: n/a",Grocery Store -- Retail,4600 Sycamore School Rd,76133,1,01/22/2015,97
SHERATON FORT WORTH HOTEL AND SPA,"Average ""SHERATON FORT WORTH HOTEL AND SPA"" Rating: n/a",Snack Bar,1701 Commerce St,76102,17,11/10/2015,86
SHERRYS CONVENIENCE,"Average ""SHERRYS CONVENIENCE"" Rating: n/a",Grocery Store -- Retail,801 Cherry St,76102,1,06/12/2015,90
SHERRYS GIFTS & SNACKS,"Average ""SHERRYS GIFTS & SNACKS"" Rating: n/a",Grocery Store -- Retail,301 Commerce St,76102,1,06/12/2015,90
SHINJUKU STATION,"Average ""SHINJUKU STATION"" Rating: n/a",Lounge,711 W Magnolia Ave,76104,8,12/09/2015,94
SHIPPING AND RECEIVING BAR,"Average ""SHIPPING AND RECEIVING BAR"" Rating: n/a",Lounge,201 S Calhoun St,76104,2,09/16/2015,91
SHOWDOWN,"Average ""SHOWDOWN"" Rating: n/a",Snack Bar,4907 Camp Bowie Blvd,76107,4,01/27/2016,94
SHOWGIRL,"Average ""SHOWGIRL"" Rating: n/a",Lounge,4617 Benbrook Highway,76116,1,10/01/2015,91
SHUCKERS SPORTS BAR,"Average ""SHUCKERS SPORTS BAR"" Rating: n/a",Lounge,7916 Camp Bowie West Blvd,76116,1,01/26/2015,76
SIKHAY RESTAURANT,"Average ""SIKHAY RESTAURANT"" Rating: n/a",Restaurant,3301 Ne 28th St,76111,5,10/13/2015,87
SILVER HORSE LOUNGE,"Average ""SILVER HORSE LOUNGE"" Rating: n/a",Lounge,3300 E Lancaster Ave,76103,2,01/27/2016,100
SILVER LEAF CIGAR LOUNGE,"Average ""SILVER LEAF CIGAR LOUNGE"" Rating: n/a",Lounge,426 Commerce St,76102,2,06/13/2015,91
SILVERADO FORT WORTH,"Average ""SILVERADO FORT WORTH"" Rating: n/a",Restaurant,7001 Bryant Irvin Rd,76132,6,11/02/2015,88
SIMON UK SUSHI INC,"Average ""SIMON UK SUSHI INC"" Rating: n/a",Deli -- Retail,4651 West Freeway,76107,2,11/17/2015,92
SIMPLY BURGERS,"Average ""SIMPLY BURGERS"" Rating: n/a",Restaurant,4021 Reggis Ct,76155,3,11/17/2015,74
SIMPLY FIT,"Average ""SIMPLY FIT"" Rating: n/a",Restaurant,1116 8th Ave,76104,5,01/12/2016,88
SIMPLY FONDUE,"Average ""SIMPLY FONDUE"" Rating: n/a",Lounge,111 W 4th St,76102,7,10/13/2015,85
SINGH FOOD STORE,"Average ""SINGH FOOD STORE"" Rating: n/a",Grocery Store -- Retail,6809 Mccart Ave,76133,1,03/13/2015,91
SK CONVENIENCE COMPANY,"Average ""SK CONVENIENCE COMPANY"" Rating: n/a",Grocery Store -- Retail,3001 Mansfield Hwy,76119,1,04/14/2015,97
SKILLMAN WOK,"Average ""SKILLMAN WOK"" Rating: n/a",Restaurant,9116 Camp Bowie West Blvd,76116,6,01/04/2016,78
SKILLMAN WOK & GRILL,"Average ""SKILLMAN WOK & GRILL"" Rating: n/a",Restaurant,4310 Western Center Blvd,76137,1,11/13/2015,88
SLIM CHICKENS #1,"Average ""SLIM CHICKENS #1"" Rating: 4.5",Restaurant,5528 N Tarrant Pkwy,76244,2,10/15/2015,85
SM CORPORATE IMAGE,"Average ""SM CORPORATE IMAGE"" Rating: n/a",Lounge,5418 Brentwood Stair Rd,76112,2,02/20/2015,85
SMASH BURGER,"Average ""SMASH BURGER"" Rating: n/a",Restaurant,5800 N Tarrant Pkwy,76244,4,01/21/2016,94
SMASH BURGER,"Average ""SMASH BURGER"" Rating: n/a",Restaurant,6314 Camp Bowie Blvd,76116,3,11/13/2015,90
SMOKEYS BARBEQUE,"Average ""SMOKEYS BARBEQUE"" Rating: n/a",Restaurant,5300 E Lancaster Ave,76112,6,10/07/2015,89
SMOKEYS PARADISE,"Average ""SMOKEYS PARADISE"" Rating: n/a",Restaurant,5310 E Rosedale St,76105,11,02/05/2016,89
SMOOTHIE KING,"Average ""SMOOTHIE KING"" Rating: n/a",Snack Bar,9583 Sage Meadow Trl,76177,2,03/24/2015,91
SMOOTHIE KING,"Average ""SMOOTHIE KING"" Rating: 4.5",Snack Bar,4805 Bryant Irvin Rd,76132,2,01/05/2016,91
SMOOTHIE KING,"Average ""SMOOTHIE KING"" Rating: n/a",Snack Bar,4601 West Freeway,76107,2,12/29/2015,91
SMOOTHIE KING,"Average ""SMOOTHIE KING"" Rating: n/a",Snack Bar,3054 S University Dr,76109,3,11/13/2015,94
SMOOTHIE KING,"Average ""SMOOTHIE KING"" Rating: n/a",Snack Bar,614 W Rosedale St,76104,3,10/28/2015,97
SMOOTHIE KING,"Average ""SMOOTHIE KING"" Rating: n/a",Snack Bar,2901 Western Center Blvd,76131,1,02/26/2015,84
SMOOTHIE KING,"Average ""SMOOTHIE KING"" Rating: n/a",Snack Bar,301 Clifford Center Dr,76108,4,01/13/2016,100
SMOTHIE KING,"Average ""SMOTHIE KING"" Rating: n/a",Snack Bar,14113 Trinity Blvd,76155,2,11/23/2015,90
SNAPPY MART,"Average ""SNAPPY MART"" Rating: n/a",Restaurant,3415 Mansfield Hwy,76119,8,02/08/2016,94
SNAPPY SALADS,"Average ""SNAPPY SALADS"" Rating: n/a",Restaurant,6115 Camp Bowie Blvd,76116,1,11/16/2015,100
SNO WONDER ONE,"Average ""SNO WONDER ONE"" Rating: n/a",Snack Bar,3425 Cimmaron Trl,76116,2,09/25/2015,90
SNOOTY PIG CAFE THE,"Average ""SNOOTY PIG CAFE THE"" Rating: n/a",Restaurant,2401 Westport Pkwy,76177,6,01/06/2016,75
SOCIAL HOUSE IN FW THE,"Average ""SOCIAL HOUSE IN FW THE"" Rating: n/a",Lounge,840 Currie St,76107,5,02/04/2016,94
SOLSON NIEVES,"Average ""SOLSON NIEVES"" Rating: n/a",Snack Bar,318 E Long Ave,76106,2,07/11/2015,97
SOMBREROS,"Average ""SOMBREROS"" Rating: n/a",Restaurant,201 W Rosedale St,76104,5,11/09/2015,94
SONIC,"Average ""SONIC"" Rating: n/a",Restaurant,1700 Western Center Blvd,76131,5,01/20/2016,94
SONIC,"Average ""SONIC"" Rating: n/a",Restaurant,4200 South Freeway,76115,3,07/21/2015,78
SONIC #5105,"Average ""SONIC #5105"" Rating: n/a",Restaurant,3078 Basswood Blvd,76137,4,01/21/2016,92
SONIC #5353,"Average ""SONIC #5353"" Rating: 2.0",Restaurant,7101 Boat Club Rd,76179,4,12/21/2015,97
SONIC #5392,"Average ""SONIC #5392"" Rating: n/a",Restaurant,8661 N Beach St,76248,3,12/13/2015,93
SONIC DRIVE IN,"Average ""SONIC DRIVE IN"" Rating: 5.0",Restaurant,301 University Dr,76107,3,11/25/2015,91
SONIC DRIVE IN,"Average ""SONIC DRIVE IN"" Rating: n/a",Restaurant,8625 Camp Bowie West Blvd,76116,3,11/24/2015,80
SONIC DRIVE IN,"Average ""SONIC DRIVE IN"" Rating: n/a",Restaurant,1800 W Berry St,76110,4,02/05/2016,87
SONIC DRIVE IN #2061,"Average ""SONIC DRIVE IN #2061"" Rating: n/a",Restaurant,2000 Altamesa Blvd,76134,2,06/30/2015,86
SONIC DRIVE IN #3458,"Average ""SONIC DRIVE IN #3458"" Rating: n/a",Restaurant,2660 N Main St,76106,4,02/05/2016,96
SONIC DRIVE IN #3875,"Average ""SONIC DRIVE IN #3875"" Rating: n/a",Restaurant,5851 Overton Ridge Blvd,76132,3,11/16/2015,92
SONIC DRIVE IN #4541,"Average ""SONIC DRIVE IN #4541"" Rating: n/a",Restaurant,9560 Clifford St,76108,3,10/07/2015,85
SONIC DRIVE IN #4859,"Average ""SONIC DRIVE IN #4859"" Rating: n/a",Restaurant,4500 Golden Triangle Blvd,76248,3,12/28/2015,91
SONIC DRIVE IN #5453,"Average ""SONIC DRIVE IN #5453"" Rating: n/a",Restaurant,117 Sycamore School Rd,76134,4,10/02/2015,96
SONIC DRIVE IN #5654,"Average ""SONIC DRIVE IN #5654"" Rating: n/a",Restaurant,10169 First Chapel Dr,76108,3,11/19/2015,90
SONIC DRIVE IN #5655,"Average ""SONIC DRIVE IN #5655"" Rating: n/a",Restaurant,1888 Green Oaks Rd,76116,3,11/17/2015,84
SONIC DRIVE IN #6297,"Average ""SONIC DRIVE IN #6297"" Rating: n/a",Restaurant,4800 S Hulen St,76132,3,10/20/2015,76
SONIC DRIVE IN 5369,"Average ""SONIC DRIVE IN 5369"" Rating: n/a",Restaurant,3701 Sycamore School Rd,76133,3,10/28/2015,94
SONIC DRIVE IN COWTOWN,"Average ""SONIC DRIVE IN COWTOWN"" Rating: n/a",Restaurant,108 N Nichols St,76102,4,11/30/2015,97
SONIC DRIVE-IN #4139,"Average ""SONIC DRIVE-IN #4139"" Rating: n/a",Restaurant,5009 Trail Lake Dr,76133,3,10/02/2015,92
SONIC DRIVE-IN #4235,"Average ""SONIC DRIVE-IN #4235"" Rating: n/a",Restaurant,6217 Camp Bowie Blvd,76116,3,11/11/2015,94
SONNY BRYANS SMOKEHOUSE,"Average ""SONNY BRYANS SMOKEHOUSE"" Rating: n/a",Restaurant,2421 Westport Pkwy,76177,6,11/12/2015,88
SOUTH ASIAN AMERICAN MART,"Average ""SOUTH ASIAN AMERICAN MART"" Rating: n/a",Grocery Store -- Retail,1349 E Seminary Dr,76115,1,03/25/2015,100
SOUTH FREEWAY FAST STOP,"Average ""SOUTH FREEWAY FAST STOP"" Rating: n/a",Snack Bar,12901 S South Freeway,76028,4,07/14/2015,97
SOUTH HILLS BAPTIST CHURCH,"Average ""SOUTH HILLS BAPTIST CHURCH"" Rating: n/a",Restaurant,7350 Granbury Rd,76123,3,11/25/2015,100
SOUTH HILLS FINA,"Average ""SOUTH HILLS FINA"" Rating: n/a",Grocery Store -- Retail,3500 South Hills Ave,76109,2,07/28/2015,92
SOUTH PUMP,"Average ""SOUTH PUMP"" Rating: n/a",Lounge,5703 Crowley Rd,76134,1,02/20/2015,97
SOUTHCLIFF BAPTIST CHURCH,"Average ""SOUTHCLIFF BAPTIST CHURCH"" Rating: n/a",Restaurant,4100 Sw Loop 820,76109,1,12/11/2015,100
SOUTHERN CLASSIC DAIQUIRI FACTORY,"Average ""SOUTHERN CLASSIC DAIQUIRI FACTORY"" Rating: n/a",Restaurant,6751 Bridge St,76112,2,12/07/2015,91
SOUTHERN OAKS GOLF CLUB,"Average ""SOUTHERN OAKS GOLF CLUB"" Rating: n/a",Lounge,13765 Southern Oaks Dr,76028,5,07/08/2015,91
SOUTHSIDE EARLY HEAD START,"Average ""SOUTHSIDE EARLY HEAD START"" Rating: n/a",Child Care Kitchen,4230 E Rosedale St,76105,4,10/27/2015,96
SOUTHWESTERN BAPTIST SEMINARY,"Average ""SOUTHWESTERN BAPTIST SEMINARY"" Rating: n/a",Restaurant,1701 W Boyce Ave,76115,8,09/24/2015,93
SPA AND TEA GARDEN,"Average ""SPA AND TEA GARDEN"" Rating: n/a",Snack Bar,2052 Green Oaks Rd,76116,2,09/05/2015,94
SPEC OPS BURRITOS,"Average ""SPEC OPS BURRITOS"" Rating: n/a",Restaurant,500 Throckmorton St,76102,1,07/22/2015,100
SPECS # 154,"Average ""SPECS # 154"" Rating: n/a",Grocery Store -- Retail,2750 S Hulen St,76109,1,12/24/2014,94
SPECS LIQUOR #160,"Average ""SPECS LIQUOR #160"" Rating: n/a",Deli -- Retail,4720 Bryant Irvin Rd,76132,7,12/28/2015,90
SPECS WHOLESALE LIQUOR #155,"Average ""SPECS WHOLESALE LIQUOR #155"" Rating: n/a",Grocery Store -- Retail,1600 Eastchase Pkwy,76120,2,09/28/2015,92
SPEEDWAY CLUB TOWER,"Average ""SPEEDWAY CLUB TOWER"" Rating: n/a",Lounge,3545 Lone Star Cir,76247,9,02/08/2016,93
SPEEDWAY GROCERY,"Average ""SPEEDWAY GROCERY"" Rating: n/a",Grocery Store -- Retail,3000 Stalcup Rd,76119,2,11/30/2015,82
SPEEDYS SACK N PACK,"Average ""SPEEDYS SACK N PACK"" Rating: n/a",Grocery Store -- Retail,401 Nw 28th St,76106,2,06/04/2015,94
SPICE AND TEA EXCHANGE,"Average ""SPICE AND TEA EXCHANGE"" Rating: n/a",Grocery Store -- Retail,140 E Exchange Ave,76164,2,05/30/2015,100
SPICE BY THAI SELECT,"Average ""SPICE BY THAI SELECT"" Rating: n/a",Restaurant,411 W Magnolia Ave,76104,6,02/11/2016,89
SPIRAL DINER,"Average ""SPIRAL DINER"" Rating: n/a",Restaurant,1314 W Magnolia Ave,76104,3,10/27/2015,88
SPRING CREEK BARBEQUE,"Average ""SPRING CREEK BARBEQUE"" Rating: n/a",Restaurant,8628 Camp Bowie West Blvd,76116,6,12/10/2015,84
SPRING CREEK BBQ,"Average ""SPRING CREEK BBQ"" Rating: n/a",Restaurant,13125 S South Freeway,76028,6,11/11/2015,91
SPRINGHILL SUITES BY MARRIOTT,"Average ""SPRINGHILL SUITES BY MARRIOTT"" Rating: n/a",Grocery Store -- Retail,3250 Lovell Ave,76107,4,03/12/2015,97
SPROUTS FARMERS MARKET #114,"Average ""SPROUTS FARMERS MARKET #114"" Rating: n/a",Produce -- Retail,4650 Sw Loop 820,76109,10,11/18/2015,89
SPROUTS FARMERS MARKET #144,"Average ""SPROUTS FARMERS MARKET #144"" Rating: n/a",Restaurant,6300 Waverly Way,76116,6,01/15/2016,94
SS NOAH PLAYCARE,"Average ""SS NOAH PLAYCARE"" Rating: n/a",Child Care Kitchen,10776 N Beach St,76248,3,10/26/2015,96
ST ANDREWS SCHOOL CAFETERIA,"Average ""ST ANDREWS SCHOOL CAFETERIA"" Rating: n/a",Restaurant,3304 Dryden Rd,76109,3,10/07/2015,97
ST DEMETRIOS GREEK ORTH CHURCH,"Average ""ST DEMETRIOS GREEK ORTH CHURCH"" Rating: n/a",Restaurant,2020 Nw 21st St,76164,2,10/14/2015,97
ST GEORGE CATHOLIC SCHOOL,"Average ""ST GEORGE CATHOLIC SCHOOL"" Rating: n/a",Restaurant,825 Karnes St,76111,6,01/26/2016,87
ST PAUL LUTHERAN SCHL EXT CARE,"Average ""ST PAUL LUTHERAN SCHL EXT CARE"" Rating: n/a",Child Care Kitchen,1800 West Freeway,76102,4,11/18/2015,100
STAGE WEST,"Average ""STAGE WEST"" Rating: n/a",Lounge,821 W Vickery Blvd,76104,6,12/01/2015,97
STAGECOACH EXPRESS BALLROOM,"Average ""STAGECOACH EXPRESS BALLROOM"" Rating: n/a",Lounge,2516 E Belknap St,76111,1,06/13/2015,97
STAR CAFE,"Average ""STAR CAFE"" Rating: n/a",Restaurant,111 W Exchange Ave,76106,8,02/10/2016,94
STAR DONUT,"Average ""STAR DONUT"" Rating: n/a",Commissary-Approved (On List),7575 Mccart Ave,76133,5,08/24/2015,100
STAR MART 2,"Average ""STAR MART 2"" Rating: n/a",Grocery Store -- Retail,100 E Loop 820,76112,2,09/15/2015,90
STARBUCKS,"Average ""STARBUCKS"" Rating: n/a",Snack Bar,7441 Mccart Ave,76133,2,06/08/2015,97
STARBUCKS,"Average ""STARBUCKS"" Rating: n/a",Snack Bar,5901 Camp Bowie Blvd,76107,4,08/12/2015,94
STARBUCKS #14347,"Average ""STARBUCKS #14347"" Rating: 1.5",Snack Bar,1608 W Rosedale St,76104,1,03/17/2015,97
STARBUCKS #20135,"Average ""STARBUCKS #20135"" Rating: n/a",Snack Bar,8601 South Fwy,76134,3,09/30/2015,100
STARBUCKS #24507,"Average ""STARBUCKS #24507"" Rating: n/a",Snack Bar,8825 North Freeway,76177,1,01/15/2016,100
STARBUCKS COFFEE,"Average ""STARBUCKS COFFEE"" Rating: n/a",Snack Bar,3250 Hulen St,76107,3,02/08/2016,93
STARBUCKS COFFEE # 9848,"Average ""STARBUCKS COFFEE # 9848"" Rating: n/a",Snack Bar,5000 Trail Lake Dr,76133,2,09/23/2015,100
STARBUCKS COFFEE #11981,"Average ""STARBUCKS COFFEE #11981"" Rating: n/a",Snack Bar,14121 Trinity Blvd,76155,3,01/26/2016,94
STARBUCKS COFFEE #13929,"Average ""STARBUCKS COFFEE #13929"" Rating: n/a",Snack Bar,5731 S Hulen St,76132,2,09/10/2015,97
STARBUCKS COFFEE #16516,"Average ""STARBUCKS COFFEE #16516"" Rating: n/a",Snack Bar,3300 Heritage Trace Pkwy,76177,2,03/26/2015,94
STARBUCKS COFFEE #20880,"Average ""STARBUCKS COFFEE #20880"" Rating: n/a",Snack Bar,7429 Oakmont Blvd,76132,2,05/28/2015,97
STARBUCKS COFFEE #6201,"Average ""STARBUCKS COFFEE #6201"" Rating: n/a",Snack Bar,6115 Camp Bowie Blvd,76116,2,08/19/2015,94
STARBUCKS COFFEE #6212,"Average ""STARBUCKS COFFEE #6212"" Rating: n/a",Snack Bar,1612 S University Dr,76107,4,01/14/2016,94
STARBUCKS COFFEE #6385,"Average ""STARBUCKS COFFEE #6385"" Rating: n/a",Snack Bar,4849 Bryant Irvin Rd,76132,4,11/25/2015,97
STARBUCKS COFFEE #6389,"Average ""STARBUCKS COFFEE #6389"" Rating: n/a",Deli -- Retail,6405 N Beach St,76137,2,06/18/2015,97
STARBUCKS COFFEE #8930,"Average ""STARBUCKS COFFEE #8930"" Rating: n/a",Snack Bar,3034 Western Center Blvd,76131,1,02/26/2015,94
STARBUCKS COFFEE #9849,"Average ""STARBUCKS COFFEE #9849"" Rating: n/a",Snack Bar,132 W Loop 820 S,76108,1,03/12/2015,97
STARBUCKS COFFEE #9929,"Average ""STARBUCKS COFFEE #9929"" Rating: n/a",Snack Bar,2600 W 7th St,76107,2,12/23/2015,89
STARBUCKS COFFEE COMPANY #6260,"Average ""STARBUCKS COFFEE COMPANY #6260"" Rating: n/a",Snack Bar,3000 S Hulen St,76109,2,09/10/2015,100
STARBUCKS STORE #2874,"Average ""STARBUCKS STORE #2874"" Rating: 1.0",Snack Bar,141 W 3rd St,76102,1,02/18/2015,97
START TRACK FOOD & BEVERAGE,"Average ""START TRACK FOOD & BEVERAGE"" Rating: n/a",Snack Bar,12977 Trinity Blvd,76040,5,12/15/2015,97
STAY EXPRESS,"Average ""STAY EXPRESS"" Rating: n/a",Restaurant,2000 Beach St,76103,2,12/14/2015,84
STAYBRIDGE SUITES,"Average ""STAYBRIDGE SUITES"" Rating: n/a",Snack Bar,229 Clifford Center Dr,76108,4,01/25/2016,100
STAYTON @ MUSEUM WAY,"Average ""STAYTON @ MUSEUM WAY"" Rating: n/a",Snack Bar,2501 Museum Way,76107,10,01/20/2016,95
STEAK N SHAKE #531,"Average ""STEAK N SHAKE #531"" Rating: n/a",Restaurant,5020 Overton Ridge Blvd,76132,4,12/23/2015,76
STEEL CITY POPS,"Average ""STEEL CITY POPS"" Rating: n/a",Snack Bar,908 Currie St,76107,3,08/25/2015,87
STEP & GO FOOD MART,"Average ""STEP & GO FOOD MART"" Rating: n/a",Grocery Store -- Retail,4056 Hemphill St,76110,2,03/18/2015,89
STEPPING STONES ACADEMY,"Average ""STEPPING STONES ACADEMY"" Rating: n/a",Child Care Kitchen,11655 Alta Vista Rd,76244,3,11/17/2015,93
STEVIES DINER,"Average ""STEVIES DINER"" Rating: n/a",Restaurant,5500 N Tarrant Pkwy,76244,5,10/15/2015,86
STIR CRAZY BAKED GOODS,"Average ""STIR CRAZY BAKED GOODS"" Rating: n/a",Bakery -- Retail,106 E Daggett Ave,76104,4,12/28/2015,91
STIR CRAZY BAKED GOODS,"Average ""STIR CRAZY BAKED GOODS"" Rating: n/a",Bakery -- Retail,1251 W Magnolia Ave,76104,2,01/26/2016,100
STOCKYARD SALOON,"Average ""STOCKYARD SALOON"" Rating: n/a",Lounge,2409 N Main St,76106,1,04/21/2015,97
STOCKYARDS CONCESSIONS,"Average ""STOCKYARDS CONCESSIONS"" Rating: n/a",Lounge,121 E Exchange Ave,76106,6,07/28/2015,100
STOCKYARDS OLIVE OIL,"Average ""STOCKYARDS OLIVE OIL"" Rating: n/a",Snack Bar,140 E Exchange Ave,76106,2,12/19/2015,97
STOCKYARDS TAVERN,"Average ""STOCKYARDS TAVERN"" Rating: n/a",Lounge,2503 Refugio Ave,76106,2,07/03/2015,93
STOP & GO,"Average ""STOP & GO"" Rating: n/a",Grocery Store -- Retail,3700 Ada Ave,76105,2,01/29/2016,93
STOP & SAVE,"Average ""STOP & SAVE"" Rating: n/a",Grocery Store -- Retail,3301 White Settlement Rd,76107,2,08/18/2015,100
STOP & SHOP,"Average ""STOP & SHOP"" Rating: n/a",Grocery Store -- Retail,3303 E Berry St,76105,2,09/13/2015,93
STOP 6 FOOD MART,"Average ""STOP 6 FOOD MART"" Rating: n/a",Grocery Store -- Retail,5337 Ramey Ave,76105,2,08/17/2015,97
STOP AND GO,"Average ""STOP AND GO"" Rating: n/a",Grocery Store -- Retail,824 E Berry St,76110,2,04/14/2015,86
STOP AND SHOP GROCERY,"Average ""STOP AND SHOP GROCERY"" Rating: n/a",Grocery Store -- Retail,5037 Wilbarger St,76119,1,12/22/2014,96
STOP N SAVE,"Average ""STOP N SAVE"" Rating: n/a",Grocery Store -- Retail,5053 N Hampshire Blvd,76103,2,03/20/2015,96
STOP N SAVE,"Average ""STOP N SAVE"" Rating: n/a",Grocery Store -- Retail,1151 E Seminary Dr,76115,4,07/11/2015,97
STOP N SHOP GROCERY,"Average ""STOP N SHOP GROCERY"" Rating: n/a",Restaurant,5037 Wilbarger St,76119,3,08/28/2015,82
STOP N SHOP MINI MART,"Average ""STOP N SHOP MINI MART"" Rating: n/a",Grocery Store -- Retail,2601 S Riverside Dr,76104,6,12/22/2015,88
STOP ZONE/GOLDEN CHICKEN,"Average ""STOP ZONE/GOLDEN CHICKEN"" Rating: n/a",Grocery Store -- Retail,1201 Martin Luther King Fwy,76104,5,12/28/2015,84
STORMIE MONDAYS,"Average ""STORMIE MONDAYS"" Rating: n/a",Restaurant,3509 E Berry St,76105,4,12/01/2015,81
STUDIO EIGHTY,"Average ""STUDIO EIGHTY"" Rating: n/a",Lounge,509 University Dr,76107,4,09/25/2015,100
STUDIO THE,"Average ""STUDIO THE"" Rating: n/a",Child Care Kitchen,1816 Mcclellan Ct,76112,4,10/21/2015,87
SUB AT TEXAS WESLEYAN THE,"Average ""SUB AT TEXAS WESLEYAN THE"" Rating: n/a",Grocery Store -- Retail,1100 S Collard St,76105,3,09/24/2015,83
SUB CONNECTION,"Average ""SUB CONNECTION"" Rating: n/a",Deli -- Retail,2900 Lubbock Ave,76129,4,01/14/2016,81
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,12404 Timberland Blvd,76244,1,03/18/2015,88
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,2828 S Hulen St,76109,3,11/11/2015,88
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,10139 West Freeway,76108,3,11/24/2015,84
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,8401 Boat Club Rd,76179,3,11/25/2015,87
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,1100 Bridgewood Dr,76112,3,01/21/2016,89
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,3012 E Rosedale St,76105,3,11/24/2015,100
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,2400 Meacham Blvd,76106,3,01/26/2016,91
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,1664 S University Dr,76107,4,12/05/2015,94
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,6421 N Beach St,76137,3,01/10/2016,86
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,6316 Meadowbrook Dr,76112,4,12/30/2015,94
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,3548 South Hills Ave,76109,4,11/11/2015,97
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,3088 Basswood Blvd,76137,3,01/18/2016,91
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Restaurant,2245 Jacksboro Hwy,76114,2,10/23/2015,84
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,2401 Avondale Haslet Rd,76052,3,11/24/2015,93
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,5822 Camp Bowie Blvd,76107,3,08/12/2015,94
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,1200 8th Ave,76104,4,01/26/2016,85
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,2910 E Berry St,76119,2,12/28/2015,84
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Restaurant,3841 E Loop 820 South,76119,3,10/14/2015,85
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,8556 S Hulen St,76123,3,08/27/2015,94
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Restaurant,301 W Northside Dr,76164,2,07/26/2015,89
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,616 W Rosedale,76104,3,11/09/2015,81
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,6080 S Hulen St,76132,1,08/04/2015,80
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Restaurant,5201 Mccart Ave,76115,3,11/02/2015,90
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,1920 Ephriham Ave,76106,3,11/12/2015,83
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,500 W 7th St,76102,3,10/26/2015,97
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,800 5th Ave,76104,4,01/27/2016,89
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Deli -- Retail,5631 Crowley Rd,76134,4,12/04/2015,78
SUBWAY,"Average ""SUBWAY"" Rating: n/a",Snack Bar,1101 E Seminary Dr,76115,3,08/10/2015,92
